usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran
TRUE,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,"[[""0.197"",""0.522"",""0.799"",""0.917""],[""0.240"",""0.346"",""0.880"",""0.971""]]","[[""0.067"",""0.291"",""0.485"",""0.692""],[""0.030"",""0.123"",""0.618"",""0.746""]]","[1,10]","[100,1000]",Video game experience,,,0.7,0,,,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,Approximately how many hours did you spend playing video games in the last week?,,,0.7,0,2,,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,"Which game did you play the most this year? (Enter ""None"" if you didn't play any)",,,0.7,0,Fifa,,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,Visual perception,,,0.7,0,,,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,Do you have any form of color blindness?,,,0.7,0,No,30.3543,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,Do you use software to change the colour temperature of your screen (e.g. f.lux)?,,,0.7,0,No,34.9416,,,,,,,,,
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,,,,,,,,space,25.2943,space,4.9539,0,0,0,0,1
,613f9ef9ebef8fb30930aa02,627c6fd66da87ea5bdb84c8f,2022-05-11_21h24.40.249,classification_task,2021.2.3,Win32,60.16847172,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,space,6.1285,1,0,1,0,1
